,worker_id,gender,age,party,voting_for,state,title,url,org,candidate,flesch,gunning_fog,readability,topic,favor,trust,group,is_complex,flesch_code,org_coded,disclose_source
85,7333195,female,30-49,independent_other,Ted Cruz,NC,Bernie Sanders’s Fans Toot Their Own Horns to Support Vermont Senator,http://blogs.wsj.com/washwire/2016/01/07/bernie-sanderss-fans-toot-their-own-horns-to-support-vermont-senator/,The Wall Street Journal,Bernie Sanders,8.8,7.6,57.27,Campaign Finance,0,1,A,0,0,4,0
86,7333195,female,30-49,independent_other,Ted Cruz,NC,Sanders Plans Volley of Ads in Iowa in Final Push Toward Caucuses,http://blogs.wsj.com/washwire/2016/01/27/sanders-plans-volley-of-ads-in-iowa-in-final-push-toward-caucuses/,The Wall Street Journal,Bernie Sanders,6.0,7.2,75.2,Campaign Finance,0,1,A,-1,-1,4,0
87,7333195,female,30-49,independent_other,Ted Cruz,NC,"As Bernie Sanders Makes History, Jews Wonder What It Means",http://www.nytimes.com/2016/02/11/us/politics/bernie-sanders-jewish.html,The New York Times,Bernie Sanders,9.1,8.0,56.25,Immigration,1,1,A,0,0,3,0
88,7333195,female,30-49,independent_other,Ted Cruz,NC,Who's funding this pro-Ted Cruz super PAC?,http://www.cnn.com/2016/02/06/politics/ted-cruz-super-pac/index.html,CNN,Ted Cruz,11.9,10.8,49.15,Campaign Finance,-1,0,A,1,1,1,0
89,7333195,female,30-49,independent_other,Ted Cruz,NC,Obama hopes to pave way for Clinton with SOTU,http://www.cnn.com/2016/01/12/politics/barack-obama-hillary-clinton-2016-election/index.html,CNN,Hillary Clinton,13.0,13.2,51.52,Foreign Policy/National Security,1,1,A,1,1,1,0
90,33280016,female,18-29,democrat,Other,OH,Cruz rules out 'deportation force' to boot undocumented immigrants,http://www.cnn.com/2016/01/10/politics/ted-cruz-immigration-deportation-guns-terrorism/index.html,CNN,Ted Cruz,9.1,9.2,61.67,Immigration,-1,1,A,0,0,1,0
91,33280016,female,18-29,democrat,Other,OH,"Behind Ted Cruz’s Campaign Manager, Scorched Earth and Election Victories",http://www.nytimes.com/2016/02/24/us/politics/ted-cruz-campaign-manager-jeff-roe.html,The New York Times,Ted Cruz,5.2,6.4,77.23,Campaign Finance,0,-1,A,-1,-1,3,0
92,33280016,female,18-29,democrat,Other,OH,First Draft: Ted Cruz’s Iowa Bus Tour: The Tattooed Hunk Had a Familiar Face,http://www.nytimes.com/politics/first-draft/2016/01/09/ted-cruzs-iowa-bus-tour-the-tattooed-hunk-had-a-familiar-face/,The New York Times,Ted Cruz,6.0,7.2,75.2,Immigration,0,0,A,-1,-1,3,0
93,33280016,female,18-29,democrat,Other,OH,Ted Cruz's conventional campaign to win Iowa,http://www.cnn.com/2016/02/02/politics/ted-cruz-iowa-caucuses-2016/index.html,CNN,Ted Cruz,11.1,11.2,56.59,Campaign Finance,1,0,A,1,1,1,0
94,33280016,female,18-29,democrat,Other,OH,BORDERLINE ACCURATE Trump camp defends using African migrants in 'wall' ad,http://www.foxnews.com/politics/2016/01/05/trump-criticized-for-campaign-ad-showing-southern-border-using-footage-morocco.html,Fox News,Donald Trump,12.3,12.4,53.55,Immigration,1,1,A,1,1,2,0
95,25955589,female,30-49,democrat,Not Voting,MI,Cruz rules out 'deportation force' to boot undocumented immigrants,http://www.cnn.com/2016/01/10/politics/ted-cruz-immigration-deportation-guns-terrorism/index.html,CNN,Ted Cruz,9.1,9.2,61.67,Immigration,1,1,A,0,0,1,0
96,25955589,female,30-49,democrat,Not Voting,MI,"Behind Ted Cruz’s Campaign Manager, Scorched Earth and Election Victories",http://www.nytimes.com/2016/02/24/us/politics/ted-cruz-campaign-manager-jeff-roe.html,The New York Times,Ted Cruz,5.2,6.4,77.23,Campaign Finance,0,0,A,-1,-1,3,0
97,25955589,female,30-49,democrat,Not Voting,MI,First Draft: Ted Cruz’s Iowa Bus Tour: The Tattooed Hunk Had a Familiar Face,http://www.nytimes.com/politics/first-draft/2016/01/09/ted-cruzs-iowa-bus-tour-the-tattooed-hunk-had-a-familiar-face/,The New York Times,Ted Cruz,6.0,7.2,75.2,Immigration,0,0,A,-1,-1,3,0
98,25955589,female,30-49,democrat,Not Voting,MI,Ted Cruz's conventional campaign to win Iowa,http://www.cnn.com/2016/02/02/politics/ted-cruz-iowa-caucuses-2016/index.html,CNN,Ted Cruz,11.1,11.2,56.59,Campaign Finance,0,0,A,1,1,1,0
99,25955589,female,30-49,democrat,Not Voting,MI,BORDERLINE ACCURATE Trump camp defends using African migrants in 'wall' ad,http://www.foxnews.com/politics/2016/01/05/trump-criticized-for-campaign-ad-showing-southern-border-using-footage-morocco.html,Fox News,Donald Trump,12.3,12.4,53.55,Immigration,0,0,A,1,1,2,0
100,18053528,male,30-49,no_affiliation,Other,CA,Cruz rules out 'deportation force' to boot undocumented immigrants,http://www.cnn.com/2016/01/10/politics/ted-cruz-immigration-deportation-guns-terrorism/index.html,CNN,Ted Cruz,9.1,9.2,61.67,Immigration,-1,0,A,0,0,1,0
101,18053528,male,30-49,no_affiliation,Other,CA,"Behind Ted Cruz’s Campaign Manager, Scorched Earth and Election Victories",http://www.nytimes.com/2016/02/24/us/politics/ted-cruz-campaign-manager-jeff-roe.html,The New York Times,Ted Cruz,5.2,6.4,77.23,Campaign Finance,0,0,A,-1,-1,3,0
102,18053528,male,30-49,no_affiliation,Other,CA,First Draft: Ted Cruz’s Iowa Bus Tour: The Tattooed Hunk Had a Familiar Face,http://www.nytimes.com/politics/first-draft/2016/01/09/ted-cruzs-iowa-bus-tour-the-tattooed-hunk-had-a-familiar-face/,The New York Times,Ted Cruz,6.0,7.2,75.2,Immigration,0,0,A,-1,-1,3,0
103,18053528,male,30-49,no_affiliation,Other,CA,Ted Cruz's conventional campaign to win Iowa,http://www.cnn.com/2016/02/02/politics/ted-cruz-iowa-caucuses-2016/index.html,CNN,Ted Cruz,11.1,11.2,56.59,Campaign Finance,1,0,A,1,1,1,0
104,18053528,male,30-49,no_affiliation,Other,CA,BORDERLINE ACCURATE Trump camp defends using African migrants in 'wall' ad,http://www.foxnews.com/politics/2016/01/05/trump-criticized-for-campaign-ad-showing-southern-border-using-footage-morocco.html,Fox News,Donald Trump,12.3,12.4,53.55,Immigration,1,0,A,1,1,2,0
105,32641084,male,18-29,independent_other,Hillary Clinton,CA,Cuomo: New Yorkers Not ‘Judgmental’ Like Cruz,http://blogs.wsj.com/washwire/2016/01/15/cuomo-new-yorkers-not-judgmental-like-cruz/,The Wall Street Journal,Ted Cruz,5.6,6.8,76.22,Abortion,-1,-1,A,-1,-1,4,0
106,32641084,male,18-29,independent_other,Hillary Clinton,CA,First Draft: Bernie Sanders Tells Minnesotans They Can ‘Make History’,http://www.nytimes.com/politics/first-draft/2016/02/29/bernie-sanders-tells-minnesotans-they-can-make-history/,The New York Times,Bernie Sanders,8.0,8.0,64.71,Campaign Finance,1,1,A,-1,-1,3,0
107,32641084,male,18-29,independent_other,Hillary Clinton,CA,First Draft: Ted Cruz’s Iowa Bus Tour: Ethanol Subsidies and Shark Jumping,http://www.nytimes.com/politics/first-draft/2016/01/05/ted-cruzs-iowa-bus-tour-ethanol-subsidies-and-shark-jumping/,The New York Times,Ted Cruz,6.8,6.8,67.76,Immigration,0,0,A,-1,-1,3,0
108,32641084,male,18-29,independent_other,Hillary Clinton,CA,Ted Cruz worry: Big South Carolina loss equals bad Super Tuesday,http://www.cnn.com/2016/02/19/politics/ted-cruz-south-carolina-super-tuesday/index.html,CNN,Ted Cruz,9.1,10.4,67.08,Abortion,-1,1,A,0,0,1,0
109,32641084,male,18-29,independent_other,Hillary Clinton,CA,Donald Trump just plain wrong on torture (opinion),http://www.cnn.com/2016/02/23/opinions/trump-torture-bergenas/index.html,CNN,Donald Trump,12.3,10.0,42.72,Foreign Policy/National Security,0,2,A,1,1,1,0
110,36461899,male,18-29,republican,Donald Trump,CA,Cuomo: New Yorkers Not ‘Judgmental’ Like Cruz,http://blogs.wsj.com/washwire/2016/01/15/cuomo-new-yorkers-not-judgmental-like-cruz/,The Wall Street Journal,Ted Cruz,5.6,6.8,76.22,Abortion,-1,0,A,-1,-1,4,0
111,36461899,male,18-29,republican,Donald Trump,CA,First Draft: Bernie Sanders Tells Minnesotans They Can ‘Make History’,http://www.nytimes.com/politics/first-draft/2016/02/29/bernie-sanders-tells-minnesotans-they-can-make-history/,The New York Times,Bernie Sanders,8.0,8.0,64.71,Campaign Finance,-1,0,A,-1,-1,3,0
112,36461899,male,18-29,republican,Donald Trump,CA,First Draft: Ted Cruz’s Iowa Bus Tour: Ethanol Subsidies and Shark Jumping,http://www.nytimes.com/politics/first-draft/2016/01/05/ted-cruzs-iowa-bus-tour-ethanol-subsidies-and-shark-jumping/,The New York Times,Ted Cruz,6.8,6.8,67.76,Immigration,-1,0,A,-1,-1,3,0
113,36461899,male,18-29,republican,Donald Trump,CA,Ted Cruz worry: Big South Carolina loss equals bad Super Tuesday,http://www.cnn.com/2016/02/19/politics/ted-cruz-south-carolina-super-tuesday/index.html,CNN,Ted Cruz,9.1,10.4,67.08,Abortion,-1,0,A,0,0,1,0
114,36461899,male,18-29,republican,Donald Trump,CA,Donald Trump just plain wrong on torture (opinion),http://www.cnn.com/2016/02/23/opinions/trump-torture-bergenas/index.html,CNN,Donald Trump,12.3,10.0,42.72,Foreign Policy/National Security,-1,1,A,1,1,1,0
115,7876293,female,50-64,democrat,Hillary Clinton,IN,Cuomo: New Yorkers Not ‘Judgmental’ Like Cruz,http://blogs.wsj.com/washwire/2016/01/15/cuomo-new-yorkers-not-judgmental-like-cruz/,The Wall Street Journal,Ted Cruz,5.6,6.8,76.22,Abortion,-1,1,A,-1,-1,4,0
116,7876293,female,50-64,democrat,Hillary Clinton,IN,First Draft: Bernie Sanders Tells Minnesotans They Can ‘Make History’,http://www.nytimes.com/politics/first-draft/2016/02/29/bernie-sanders-tells-minnesotans-they-can-make-history/,The New York Times,Bernie Sanders,8.0,8.0,64.71,Campaign Finance,0,1,A,-1,-1,3,0
117,7876293,female,50-64,democrat,Hillary Clinton,IN,First Draft: Ted Cruz’s Iowa Bus Tour: Ethanol Subsidies and Shark Jumping,http://www.nytimes.com/politics/first-draft/2016/01/05/ted-cruzs-iowa-bus-tour-ethanol-subsidies-and-shark-jumping/,The New York Times,Ted Cruz,6.8,6.8,67.76,Immigration,-1,-2,A,-1,-1,3,0
118,7876293,female,50-64,democrat,Hillary Clinton,IN,Ted Cruz worry: Big South Carolina loss equals bad Super Tuesday,http://www.cnn.com/2016/02/19/politics/ted-cruz-south-carolina-super-tuesday/index.html,CNN,Ted Cruz,9.1,10.4,67.08,Abortion,0,1,A,0,0,1,0
119,7876293,female,50-64,democrat,Hillary Clinton,IN,Donald Trump just plain wrong on torture (opinion),http://www.cnn.com/2016/02/23/opinions/trump-torture-bergenas/index.html,CNN,Donald Trump,12.3,10.0,42.72,Foreign Policy/National Security,-1,1,A,1,1,1,0
120,27770607,male,30-49,republican,John Kasich,TX,"Increasingly, Iowans Say Their Caucuses Are Ted Cruz’s to Lose",http://www.nytimes.com/2016/01/07/us/politics/increasingly-iowans-say-their-caucuses-are-ted-cruzs-to-lose.html,The New York Times,Ted Cruz,6.4,7.6,74.19,Campaign Finance,0,2,A,-1,-1,3,0
121,27770607,male,30-49,republican,John Kasich,TX,"Another Pro-Cruz Super PAC Launches, This One Led by Rick Perry",http://blogs.wsj.com/washwire/2016/02/12/another-pro-cruz-super-pac-launches-this-one-led-by-rick-perry/,The Wall Street Journal,Ted Cruz,6.8,8.0,73.17,Campaign Finance,0,2,A,-1,-1,4,0
122,27770607,male,30-49,republican,John Kasich,TX,Bernie Sanders Raised $20 Million in January,http://blogs.wsj.com/washwire/2016/01/31/bernie-sanders-raised-20-million-in-january/,The Wall Street Journal,Bernie Sanders,8.0,8.0,64.71,Campaign Finance,0,2,A,-1,-1,4,0
123,27770607,male,30-49,republican,John Kasich,TX,Ted Cruz ad features business suits crossing border,http://www.cnn.com/2016/01/05/politics/ted-cruz-immigration-border-ad-business-suits/index.html,CNN,Ted Cruz,8.7,10.0,68.1,Immigration,0,1,A,0,0,1,0
124,27770607,male,30-49,republican,John Kasich,TX,SHARING TOO MUCH? Video raises concern over Clinton using BlackBerry,http://www.foxnews.com/politics/2016/01/25/video-suggests-clinton-shared-info-that-would-never-be-on-unclassified-system-normally.html,Fox News,Hillary Clinton,13.4,11.2,39.67,Foreign Policy/National Security,-1,1,A,1,1,2,0
125,11102360,male,50-64,no_affiliation,Hillary Clinton,GA,"Increasingly, Iowans Say Their Caucuses Are Ted Cruz’s to Lose",http://www.nytimes.com/2016/01/07/us/politics/increasingly-iowans-say-their-caucuses-are-ted-cruzs-to-lose.html,The New York Times,Ted Cruz,6.4,7.6,74.19,Campaign Finance,1,1,A,-1,-1,3,0
126,11102360,male,50-64,no_affiliation,Hillary Clinton,GA,"Another Pro-Cruz Super PAC Launches, This One Led by Rick Perry",http://blogs.wsj.com/washwire/2016/02/12/another-pro-cruz-super-pac-launches-this-one-led-by-rick-perry/,The Wall Street Journal,Ted Cruz,6.8,8.0,73.17,Campaign Finance,1,1,A,-1,-1,4,0
127,11102360,male,50-64,no_affiliation,Hillary Clinton,GA,Bernie Sanders Raised $20 Million in January,http://blogs.wsj.com/washwire/2016/01/31/bernie-sanders-raised-20-million-in-january/,The Wall Street Journal,Bernie Sanders,8.0,8.0,64.71,Campaign Finance,0,1,A,-1,-1,4,0
128,11102360,male,50-64,no_affiliation,Hillary Clinton,GA,Ted Cruz ad features business suits crossing border,http://www.cnn.com/2016/01/05/politics/ted-cruz-immigration-border-ad-business-suits/index.html,CNN,Ted Cruz,8.7,10.0,68.1,Immigration,0,1,A,0,0,1,0
129,11102360,male,50-64,no_affiliation,Hillary Clinton,GA,SHARING TOO MUCH? Video raises concern over Clinton using BlackBerry,http://www.foxnews.com/politics/2016/01/25/video-suggests-clinton-shared-info-that-would-never-be-on-unclassified-system-normally.html,Fox News,Hillary Clinton,13.4,11.2,39.67,Foreign Policy/National Security,-1,0,A,1,1,2,0
130,9559045,female,30-49,republican,Ted Cruz,TX,"Increasingly, Iowans Say Their Caucuses Are Ted Cruz’s to Lose",http://www.nytimes.com/2016/01/07/us/politics/increasingly-iowans-say-their-caucuses-are-ted-cruzs-to-lose.html,The New York Times,Ted Cruz,6.4,7.6,74.19,Campaign Finance,1,0,A,-1,-1,3,0
131,9559045,female,30-49,republican,Ted Cruz,TX,"Another Pro-Cruz Super PAC Launches, This One Led by Rick Perry",http://blogs.wsj.com/washwire/2016/02/12/another-pro-cruz-super-pac-launches-this-one-led-by-rick-perry/,The Wall Street Journal,Ted Cruz,6.8,8.0,73.17,Campaign Finance,0,1,A,-1,-1,4,0
132,9559045,female,30-49,republican,Ted Cruz,TX,Bernie Sanders Raised $20 Million in January,http://blogs.wsj.com/washwire/2016/01/31/bernie-sanders-raised-20-million-in-january/,The Wall Street Journal,Bernie Sanders,8.0,8.0,64.71,Campaign Finance,0,1,A,-1,-1,4,0
133,9559045,female,30-49,republican,Ted Cruz,TX,Ted Cruz ad features business suits crossing border,http://www.cnn.com/2016/01/05/politics/ted-cruz-immigration-border-ad-business-suits/index.html,CNN,Ted Cruz,8.7,10.0,68.1,Immigration,0,1,A,0,0,1,0
134,9559045,female,30-49,republican,Ted Cruz,TX,SHARING TOO MUCH? Video raises concern over Clinton using BlackBerry,http://www.foxnews.com/politics/2016/01/25/video-suggests-clinton-shared-info-that-would-never-be-on-unclassified-system-normally.html,Fox News,Hillary Clinton,13.4,11.2,39.67,Foreign Policy/National Security,-1,1,A,1,1,2,0
135,11106820,female,50-64,democrat,Bernie Sanders,MA,First Draft: 2 Ex-Presidents of Mexico Say No Way Country Is Paying for Donald Trump’s Wall,http://www.nytimes.com/politics/first-draft/2016/02/25/2-ex-presidents-of-mexico-say-no-way-theyre-paying-for-donald-trumps-wall/,The New York Times,Donald Trump,4.8,6.0,78.25,Immigration,-1,1,A,-1,-1,3,0
136,11106820,female,50-64,democrat,Bernie Sanders,MA,Cruz changes tune on rounding up undocumented immigrants,http://www.cnn.com/2016/02/23/politics/ted-cruz-illegal-immigrants-bill-oreilly/index.html,CNN,Ted Cruz,9.5,9.6,60.65,Immigration,-1,1,A,0,0,1,0
137,11106820,female,50-64,democrat,Bernie Sanders,MA,Clinton to Planned Parenthood: 'I will always have your back',http://www.cnn.com/2016/01/10/politics/clinton-planned-parenthood/index.html,CNN,Hillary Clinton,13.8,12.8,44.07,Abortion,1,1,A,1,1,1,0
138,11106820,female,50-64,democrat,Bernie Sanders,MA,First Draft: Ted Cruz ‘Super PAC’ Invests Additional $2.5 Million in Advertising,http://www.nytimes.com/politics/first-draft/2016/01/19/ted-cruz-super-pac-invests-additional-2-5-million-in-advertising/,The New York Times,Ted Cruz,6.0,7.2,75.2,Campaign Finance,1,1,A,-1,-1,3,0
139,11106820,female,50-64,democrat,Bernie Sanders,MA,"Ad of the Week: From Hillary Clinton, a Single Message Told Across the Decades",http://www.nytimes.com/2016/01/31/us/politics/from-hillary-clinton-a-single-message-told-across-the-decades.html,The New York Times,Hillary Clinton,6.4,7.6,74.19,Campaign Finance,1,1,A,-1,-1,3,0
140,36187807,female,30-49,democrat,Hillary Clinton,IL,First Draft: 2 Ex-Presidents of Mexico Say No Way Country Is Paying for Donald Trump’s Wall,http://www.nytimes.com/politics/first-draft/2016/02/25/2-ex-presidents-of-mexico-say-no-way-theyre-paying-for-donald-trumps-wall/,The New York Times,Donald Trump,4.8,6.0,78.25,Immigration,-1,0,A,-1,-1,3,0
141,36187807,female,30-49,democrat,Hillary Clinton,IL,Cruz changes tune on rounding up undocumented immigrants,http://www.cnn.com/2016/02/23/politics/ted-cruz-illegal-immigrants-bill-oreilly/index.html,CNN,Ted Cruz,9.5,9.6,60.65,Immigration,-1,0,A,0,0,1,0
142,36187807,female,30-49,democrat,Hillary Clinton,IL,Clinton to Planned Parenthood: 'I will always have your back',http://www.cnn.com/2016/01/10/politics/clinton-planned-parenthood/index.html,CNN,Hillary Clinton,13.8,12.8,44.07,Abortion,1,0,A,1,1,1,0
143,36187807,female,30-49,democrat,Hillary Clinton,IL,First Draft: Ted Cruz ‘Super PAC’ Invests Additional $2.5 Million in Advertising,http://www.nytimes.com/politics/first-draft/2016/01/19/ted-cruz-super-pac-invests-additional-2-5-million-in-advertising/,The New York Times,Ted Cruz,6.0,7.2,75.2,Campaign Finance,0,0,A,-1,-1,3,0
144,36187807,female,30-49,democrat,Hillary Clinton,IL,"Ad of the Week: From Hillary Clinton, a Single Message Told Across the Decades",http://www.nytimes.com/2016/01/31/us/politics/from-hillary-clinton-a-single-message-told-across-the-decades.html,The New York Times,Hillary Clinton,6.4,7.6,74.19,Campaign Finance,1,0,A,-1,-1,3,0
145,31906954,male,30-49,democrat,Bernie Sanders,NY,First Draft: 2 Ex-Presidents of Mexico Say No Way Country Is Paying for Donald Trump’s Wall,http://www.nytimes.com/politics/first-draft/2016/02/25/2-ex-presidents-of-mexico-say-no-way-theyre-paying-for-donald-trumps-wall/,The New York Times,Donald Trump,4.8,6.0,78.25,Immigration,0,0,A,-1,-1,3,0
146,31906954,male,30-49,democrat,Bernie Sanders,NY,Cruz changes tune on rounding up undocumented immigrants,http://www.cnn.com/2016/02/23/politics/ted-cruz-illegal-immigrants-bill-oreilly/index.html,CNN,Ted Cruz,9.5,9.6,60.65,Immigration,0,1,A,0,0,1,0
147,31906954,male,30-49,democrat,Bernie Sanders,NY,Clinton to Planned Parenthood: 'I will always have your back',http://www.cnn.com/2016/01/10/politics/clinton-planned-parenthood/index.html,CNN,Hillary Clinton,13.8,12.8,44.07,Abortion,1,1,A,1,1,1,0
148,31906954,male,30-49,democrat,Bernie Sanders,NY,First Draft: Ted Cruz ‘Super PAC’ Invests Additional $2.5 Million in Advertising,http://www.nytimes.com/politics/first-draft/2016/01/19/ted-cruz-super-pac-invests-additional-2-5-million-in-advertising/,The New York Times,Ted Cruz,6.0,7.2,75.2,Campaign Finance,0,1,A,-1,-1,3,0
149,31906954,male,30-49,democrat,Bernie Sanders,NY,"Ad of the Week: From Hillary Clinton, a Single Message Told Across the Decades",http://www.nytimes.com/2016/01/31/us/politics/from-hillary-clinton-a-single-message-told-across-the-decades.html,The New York Times,Hillary Clinton,6.4,7.6,74.19,Campaign Finance,1,1,A,-1,-1,3,0
